id,client_id,departure_id,arrival_id,dep_time,estimate_arr_time,price
301,785,92,115,2018-08-15 23:55:00,2018-08-16 00:19:00,11.53
1,763,97,171,2018-08-16 00:02:00,2018-08-16 00:53:00,28.99
2,2615,142,98,2018-08-16 00:27:00,2018-08-16 01:23:00,25.65
3,209,147,52,2018-08-16 00:23:00,2018-08-16 00:30:00,2.87
4,2794,136,102,2018-08-16 00:14:00,2018-08-16 00:45:00,8.06
5,2401,108,114,2018-08-16 00:05:00,2018-08-16 00:41:00,12.77
6,230,116,49,2018-08-16 00:08:00,2018-08-16 00:48:00,14.23
7,2293,43,75,2018-08-16 01:27:00,2018-08-16 02:24:00,25.85
8,2852,139,15,2018-08-16 01:21:00,2018-08-16 01:35:00,2.88
9,1849,62,93,2018-08-16 01:51:00,2018-08-16 02:14:00,13.38
10,298,50,168,2018-08-16 02:30:00,2018-08-16 03:14:00,19.66
11,882,135,1,2018-08-16 02:22:00,2018-08-16 02:38:00,8.5
12,99,32,125,2018-08-16 02:43:00,2018-08-16 03:19:00,20.87
13,974,142,121,2018-08-16 03:32:00,2018-08-16 03:59:00,12.51
14,308,10,121,2018-08-16 03:26:00,2018-08-16 04:12:00,17.82
15,2955,104,62,2018-08-16 03:43:00,2018-08-16 04:01:00,3.96
16,426,100,72,2018-08-16 03:59:00,2018-08-16 04:20:00,4.72
17,2639,119,65,2018-08-16 03:13:00,2018-08-16 03:49:00,15.93
18,2697,59,45,2018-08-16 03:00:00,2018-08-16 03:20:00,8.65
19,1881,135,36,2018-08-16 03:44:00,2018-08-16 04:21:00,14.53
20,847,156,52,2018-08-16 04:34:00,2018-08-16 05:22:00,20.21
21,2860,89,103,2018-08-16 04:14:00,2018-08-16 04:29:00,3.14
22,438,48,127,2018-08-16 04:29:00,2018-08-16 04:40:00,3.46
23,2932,111,124,2018-08-16 04:21:00,2018-08-16 04:52:00,9.86
24,2199,143,31,2018-08-16 04:20:00,2018-08-16 04:54:00,17.17
25,424,70,83,2018-08-16 04:45:00,2018-08-16 05:13:00,17.04
26,320,97,55,2018-08-16 05:55:00,2018-08-16 06:12:00,3.39
27,500,140,146,2018-08-16 05:46:00,2018-08-16 05:54:00,2.37
28,2912,145,9,2018-08-16 05:38:00,2018-08-16 06:10:00,14.41
29,2070,97,42,2018-08-16 05:37:00,2018-08-16 05:55:00,2.0
30,516,101,45,2018-08-16 06:44:00,2018-08-16 07:01:00,7.36
31,1520,83,22,2018-08-16 06:41:00,2018-08-16 07:23:00,18.25
32,1825,89,30,2018-08-16 06:02:00,2018-08-16 06:39:00,19.62
33,1302,2,146,2018-08-16 06:58:00,2018-08-16 07:56:00,33.23
34,2124,17,99,2018-08-16 07:16:00,2018-08-16 08:15:00,25.56
35,184,65,102,2018-08-16 07:40:00,2018-08-16 08:20:00,21.24
36,1022,133,103,2018-08-16 07:18:00,2018-08-16 08:00:00,17.85
37,1681,61,159,2018-08-16 07:27:00,2018-08-16 08:25:00,29.34
38,2346,49,98,2018-08-16 07:27:00,2018-08-16 07:41:00,6.8
39,264,2,163,2018-08-16 07:17:00,2018-08-16 08:06:00,25.95
40,1051,118,90,2018-08-16 07:14:00,2018-08-16 07:39:00,2.88
41,1839,164,27,2018-08-16 07:23:00,2018-08-16 07:50:00,11.67
42,1375,64,91,2018-08-16 07:20:00,2018-08-16 07:27:00,2.37
43,1241,160,142,2018-08-16 07:14:00,2018-08-16 07:38:00,11.49
44,1630,166,18,2018-08-16 07:11:00,2018-08-16 07:44:00,9.61
45,2739,59,100,2018-08-16 07:01:00,2018-08-16 07:19:00,6.62
46,796,101,31,2018-08-16 07:51:00,2018-08-16 08:40:00,9.1
47,120,126,129,2018-08-16 07:19:00,2018-08-16 08:16:00,7.14
48,921,5,57,2018-08-16 07:32:00,2018-08-16 08:30:00,24.35
49,74,115,171,2018-08-16 07:46:00,2018-08-16 08:05:00,11.87
50,1540,104,153,2018-08-16 07:58:00,2018-08-16 08:14:00,8.78
51,1477,19,135,2018-08-16 07:26:00,2018-08-16 08:21:00,25.51
52,1984,10,52,2018-08-16 07:47:00,2018-08-16 08:19:00,13.61
53,531,42,39,2018-08-16 07:34:00,2018-08-16 08:22:00,4.87
54,1296,16,21,2018-08-16 07:12:00,2018-08-16 07:37:00,12.23
55,2186,147,170,2018-08-16 07:28:00,2018-08-16 07:38:00,2.47
56,1715,39,72,2018-08-16 07:42:00,2018-08-16 08:41:00,25.71
57,1282,33,73,2018-08-16 07:16:00,2018-08-16 07:32:00,5.88
58,2018,9,136,2018-08-16 07:25:00,2018-08-16 07:53:00,11.79
59,2366,62,93,2018-08-16 07:17:00,2018-08-16 07:20:00,2.0
60,2430,36,34,2018-08-16 07:53:00,2018-08-16 08:02:00,2.0
61,465,49,162,2018-08-16 07:43:00,2018-08-16 08:35:00,26.75
62,576,33,166,2018-08-16 07:14:00,2018-08-16 08:02:00,29.76
63,311,155,32,2018-08-16 07:13:00,2018-08-16 08:04:00,11.17
64,1573,89,101,2018-08-16 07:29:00,2018-08-16 08:09:00,23.63
65,2213,68,148,2018-08-16 07:49:00,2018-08-16 08:18:00,11.0
66,2479,22,77,2018-08-16 07:54:00,2018-08-16 08:34:00,22.35
67,809,142,26,2018-08-16 07:30:00,2018-08-16 07:55:00,3.02
68,1167,115,22,2018-08-16 07:33:00,2018-08-16 08:08:00,11.04
69,2203,18,91,2018-08-16 07:15:00,2018-08-16 08:10:00,13.22
70,354,148,138,2018-08-16 07:28:00,2018-08-16 07:42:00,6.92
71,1594,12,74,2018-08-16 07:44:00,2018-08-16 08:32:00,20.12
72,2886,85,1,2018-08-16 07:03:00,2018-08-16 07:29:00,13.14
73,549,146,130,2018-08-16 07:00:00,2018-08-16 07:43:00,19.94
74,375,68,172,2018-08-16 07:21:00,2018-08-16 07:50:00,15.98
75,1792,76,18,2018-08-16 07:13:00,2018-08-16 07:14:00,2.0
76,2376,125,87,2018-08-16 07:30:00,2018-08-16 07:51:00,9.39
77,601,145,161,2018-08-16 07:46:00,2018-08-16 07:51:00,2.25
78,785,127,126,2018-08-16 07:34:00,2018-08-16 07:46:00,2.48
79,1001,142,119,2018-08-16 07:51:00,2018-08-16 08:38:00,16.73
80,1560,66,83,2018-08-16 07:03:00,2018-08-16 07:11:00,3.86
81,2319,44,100,2018-08-16 07:56:00,2018-08-16 08:11:00,9.16
82,1576,116,158,2018-08-16 07:14:00,2018-08-16 07:31:00,10.57
83,751,154,37,2018-08-16 07:29:00,2018-08-16 07:42:00,5.48
84,2743,130,41,2018-08-16 07:23:00,2018-08-16 07:30:00,2.0
85,1094,11,23,2018-08-16 07:16:00,2018-08-16 08:03:00,5.06
86,703,27,139,2018-08-16 07:24:00,2018-08-16 07:41:00,10.23
87,1972,156,2,2018-08-16 07:18:00,2018-08-16 08:04:00,10.08
88,2903,167,166,2018-08-16 07:48:00,2018-08-16 08:39:00,5.23
89,1316,36,105,2018-08-16 07:26:00,2018-08-16 08:03:00,15.93
90,1851,106,99,2018-08-16 07:12:00,2018-08-16 07:44:00,15.71
91,553,57,171,2018-08-16 07:45:00,2018-08-16 08:12:00,16.79
92,74,24,33,2018-08-16 07:03:00,2018-08-16 07:06:00,2.0
93,279,37,76,2018-08-16 07:06:00,2018-08-16 07:47:00,9.58
94,784,121,130,2018-08-16 07:35:00,2018-08-16 07:48:00,3.62
95,1826,93,108,2018-08-16 07:56:00,2018-08-16 08:44:00,11.54
96,850,137,10,2018-08-16 07:07:00,2018-08-16 07:18:00,6.35
97,377,78,119,2018-08-16 07:06:00,2018-08-16 07:52:00,25.97
98,1667,20,87,2018-08-16 07:30:00,2018-08-16 07:36:00,2.81
99,555,100,42,2018-08-16 07:05:00,2018-08-16 07:44:00,20.09
100,937,82,149,2018-08-16 07:44:00,2018-08-16 08:08:00,3.18
101,902,42,36,2018-08-16 07:57:00,2018-08-16 08:26:00,9.46
102,1583,99,83,2018-08-16 07:18:00,2018-08-16 07:55:00,19.84
103,1867,143,28,2018-08-16 07:25:00,2018-08-16 07:29:00,2.0
104,2871,64,149,2018-08-16 07:46:00,2018-08-16 08:41:00,30.47
105,2129,90,92,2018-08-16 07:43:00,2018-08-16 08:36:00,23.61
106,1727,126,41,2018-08-16 07:29:00,2018-08-16 08:09:00,17.18
107,2942,54,111,2018-08-16 07:23:00,2018-08-16 07:46:00,12.4
108,721,75,138,2018-08-16 07:13:00,2018-08-16 07:19:00,2.56
109,112,65,76,2018-08-16 07:43:00,2018-08-16 07:52:00,4.38
110,150,166,62,2018-08-16 07:49:00,2018-08-16 08:32:00,23.77
111,64,52,113,2018-08-16 07:32:00,2018-08-16 07:55:00,11.89
112,2136,17,84,2018-08-16 07:40:00,2018-08-16 07:56:00,6.72
113,649,132,167,2018-08-16 07:33:00,2018-08-16 07:49:00,6.84
114,236,32,103,2018-08-16 07:40:00,2018-08-16 08:15:00,4.71
115,1217,128,64,2018-08-16 08:14:00,2018-08-16 08:25:00,5.64
116,2683,67,138,2018-08-16 08:54:00,2018-08-16 09:25:00,14.21
117,1764,113,33,2018-08-16 08:56:00,2018-08-16 09:19:00,11.38
118,818,11,69,2018-08-16 08:14:00,2018-08-16 09:09:00,12.19
119,1856,7,110,2018-08-16 08:21:00,2018-08-16 08:39:00,10.22
120,1977,107,23,2018-08-16 08:40:00,2018-08-16 09:11:00,17.03
121,2926,166,167,2018-08-16 08:19:00,2018-08-16 09:03:00,22.79
122,2568,149,51,2018-08-16 08:11:00,2018-08-16 08:53:00,17.64
123,1348,97,68,2018-08-16 08:46:00,2018-08-16 09:09:00,7.64
124,1653,52,155,2018-08-16 08:18:00,2018-08-16 09:13:00,13.67
125,568,64,77,2018-08-16 08:19:00,2018-08-16 08:48:00,5.81
126,2281,142,9,2018-08-16 08:10:00,2018-08-16 08:30:00,10.52
127,384,141,152,2018-08-16 08:44:00,2018-08-16 08:52:00,4.8
128,1196,107,84,2018-08-16 08:56:00,2018-08-16 09:35:00,12.67
129,2506,14,23,2018-08-16 08:47:00,2018-08-16 09:23:00,9.07
130,174,29,109,2018-08-16 08:58:00,2018-08-16 09:36:00,18.78
131,1810,52,130,2018-08-16 08:06:00,2018-08-16 08:09:00,2.0
132,750,112,27,2018-08-16 08:49:00,2018-08-16 09:24:00,4.34
133,180,72,45,2018-08-16 08:16:00,2018-08-16 08:41:00,13.12
134,902,21,142,2018-08-16 08:17:00,2018-08-16 08:28:00,3.28
135,1982,67,124,2018-08-16 08:02:00,2018-08-16 08:49:00,23.34
136,1397,34,93,2018-08-16 08:47:00,2018-08-16 09:32:00,23.77
137,353,38,80,2018-08-16 08:07:00,2018-08-16 08:55:00,24.45
138,651,89,108,2018-08-16 08:00:00,2018-08-16 08:38:00,17.54
139,203,154,62,2018-08-16 08:55:00,2018-08-16 09:45:00,14.65
140,846,25,9,2018-08-16 08:05:00,2018-08-16 08:30:00,9.37
141,2044,40,166,2018-08-16 08:50:00,2018-08-16 09:46:00,28.57
142,2283,63,130,2018-08-16 08:59:00,2018-08-16 09:48:00,26.21
143,2912,26,145,2018-08-16 08:17:00,2018-08-16 09:10:00,19.16
144,495,85,90,2018-08-16 08:34:00,2018-08-16 08:42:00,4.96
145,1162,2,170,2018-08-16 08:44:00,2018-08-16 09:12:00,15.76
146,2264,101,119,2018-08-16 08:38:00,2018-08-16 09:28:00,22.73
147,855,82,26,2018-08-16 08:25:00,2018-08-16 08:49:00,11.78
148,1125,56,41,2018-08-16 08:16:00,2018-08-16 09:12:00,25.35
149,2597,112,149,2018-08-16 08:59:00,2018-08-16 09:08:00,2.0
150,428,156,17,2018-08-16 08:30:00,2018-08-16 08:43:00,3.58
151,2430,71,111,2018-08-16 08:12:00,2018-08-16 08:43:00,7.05
152,42,172,35,2018-08-16 08:17:00,2018-08-16 08:27:00,2.0
153,854,143,22,2018-08-16 08:29:00,2018-08-16 08:51:00,12.32
154,1388,124,143,2018-08-16 08:47:00,2018-08-16 08:49:00,2.0
155,960,52,7,2018-08-16 08:01:00,2018-08-16 08:26:00,12.08
156,1714,98,87,2018-08-16 08:43:00,2018-08-16 09:06:00,3.94
157,1568,35,28,2018-08-16 08:09:00,2018-08-16 08:43:00,20.2
158,2143,81,22,2018-08-16 08:37:00,2018-08-16 08:38:00,2.0
159,2552,103,95,2018-08-16 08:19:00,2018-08-16 08:27:00,3.03
160,1897,110,143,2018-08-16 08:54:00,2018-08-16 09:50:00,12.85
161,2097,91,87,2018-08-16 08:26:00,2018-08-16 09:14:00,19.53
162,2938,14,48,2018-08-16 08:57:00,2018-08-16 09:17:00,9.19
163,1070,24,71,2018-08-16 08:22:00,2018-08-16 08:53:00,6.03
164,2076,75,122,2018-08-16 08:44:00,2018-08-16 09:22:00,21.01
165,2284,155,129,2018-08-16 08:22:00,2018-08-16 08:56:00,18.57
166,2871,82,162,2018-08-16 08:59:00,2018-08-16 09:53:00,29.69
167,1736,86,4,2018-08-16 08:51:00,2018-08-16 09:31:00,14.19
168,1157,114,111,2018-08-16 08:57:00,2018-08-16 09:23:00,4.92
169,1525,76,172,2018-08-16 08:24:00,2018-08-16 08:58:00,16.55
170,2203,109,111,2018-08-16 08:20:00,2018-08-16 09:18:00,34.14
171,2004,30,127,2018-08-16 09:24:00,2018-08-16 10:10:00,24.78
172,1035,136,113,2018-08-16 09:04:00,2018-08-16 09:55:00,22.18
173,194,5,42,2018-08-16 09:43:00,2018-08-16 10:04:00,11.32
174,225,62,26,2018-08-16 09:32:00,2018-08-16 10:03:00,11.42
175,862,120,104,2018-08-16 09:26:00,2018-08-16 09:53:00,8.4
176,188,76,75,2018-08-16 09:53:00,2018-08-16 10:35:00,5.38
177,2073,107,85,2018-08-16 09:25:00,2018-08-16 10:09:00,23.87
178,592,68,48,2018-08-16 09:24:00,2018-08-16 10:01:00,16.16
179,2425,91,88,2018-08-16 09:42:00,2018-08-16 10:03:00,12.63
180,540,48,110,2018-08-16 09:00:00,2018-08-16 09:36:00,14.7
181,2083,8,98,2018-08-16 09:10:00,2018-08-16 09:12:00,2.0
182,96,168,113,2018-08-16 09:51:00,2018-08-16 10:05:00,7.03
183,1447,121,11,2018-08-16 09:52:00,2018-08-16 10:20:00,15.38
184,1470,87,80,2018-08-16 09:57:00,2018-08-16 10:02:00,2.9
185,303,37,59,2018-08-16 09:42:00,2018-08-16 10:42:00,31.24
186,1015,108,165,2018-08-16 09:08:00,2018-08-16 09:53:00,22.7
187,1301,158,82,2018-08-16 09:39:00,2018-08-16 09:45:00,3.31
188,860,71,22,2018-08-16 09:10:00,2018-08-16 09:20:00,6.16
189,1800,142,123,2018-08-16 09:06:00,2018-08-16 09:21:00,6.4
190,1848,58,118,2018-08-16 09:46:00,2018-08-16 10:37:00,20.32
191,1374,56,106,2018-08-16 09:18:00,2018-08-16 09:42:00,3.4
192,1607,55,78,2018-08-16 09:11:00,2018-08-16 09:12:00,2.0
193,373,86,3,2018-08-16 09:21:00,2018-08-16 09:50:00,17.19
194,2040,9,68,2018-08-16 09:26:00,2018-08-16 09:59:00,17.58
195,2790,121,159,2018-08-16 09:28:00,2018-08-16 09:53:00,9.02
196,124,130,117,2018-08-16 09:19:00,2018-08-16 09:42:00,4.13
197,2828,19,61,2018-08-16 09:16:00,2018-08-16 09:38:00,10.25
198,370,30,24,2018-08-16 10:17:00,2018-08-16 10:37:00,8.63
199,198,166,62,2018-08-16 10:38:00,2018-08-16 11:20:00,20.49
200,1304,126,100,2018-08-16 10:31:00,2018-08-16 10:55:00,3.0
201,182,132,145,2018-08-16 10:25:00,2018-08-16 11:19:00,20.61
202,638,102,132,2018-08-16 10:51:00,2018-08-16 11:44:00,22.04
203,1195,150,70,2018-08-16 10:00:00,2018-08-16 10:56:00,26.7
204,1806,62,16,2018-08-16 10:47:00,2018-08-16 11:45:00,34.24
205,2913,28,26,2018-08-16 10:25:00,2018-08-16 11:07:00,25.82
206,1525,69,74,2018-08-16 10:57:00,2018-08-16 11:03:00,2.77
207,1102,116,56,2018-08-16 10:53:00,2018-08-16 11:48:00,33.86
208,97,28,66,2018-08-16 10:30:00,2018-08-16 11:19:00,19.98
209,244,153,122,2018-08-16 10:10:00,2018-08-16 10:54:00,18.11
210,1783,16,20,2018-08-16 10:47:00,2018-08-16 11:10:00,4.15
211,1598,127,105,2018-08-16 10:46:00,2018-08-16 10:48:00,2.0
212,2854,106,84,2018-08-16 10:11:00,2018-08-16 10:54:00,20.02
213,2400,88,127,2018-08-16 10:09:00,2018-08-16 10:53:00,8.97
214,2384,78,2,2018-08-16 10:41:00,2018-08-16 11:22:00,25.0
215,1574,138,14,2018-08-16 10:00:00,2018-08-16 10:24:00,13.23
216,302,110,163,2018-08-16 10:44:00,2018-08-16 10:57:00,5.66
217,1583,9,96,2018-08-16 10:15:00,2018-08-16 10:38:00,7.1
218,377,47,166,2018-08-16 10:17:00,2018-08-16 11:11:00,29.83
219,1366,12,130,2018-08-16 10:19:00,2018-08-16 10:38:00,7.21
220,2134,1,77,2018-08-16 10:01:00,2018-08-16 10:43:00,22.49
221,2200,133,168,2018-08-16 10:51:00,2018-08-16 11:48:00,25.59
222,1503,78,11,2018-08-16 10:46:00,2018-08-16 11:32:00,11.48
223,1398,139,136,2018-08-16 10:14:00,2018-08-16 10:45:00,13.63
224,1413,53,20,2018-08-16 10:43:00,2018-08-16 11:21:00,22.95
225,2671,128,110,2018-08-16 10:48:00,2018-08-16 10:58:00,2.45
226,2758,79,81,2018-08-16 10:24:00,2018-08-16 10:48:00,9.94
227,2719,32,37,2018-08-16 10:02:00,2018-08-16 10:40:00,15.32
228,1827,97,75,2018-08-16 10:02:00,2018-08-16 10:39:00,5.01
229,644,155,34,2018-08-16 11:26:00,2018-08-16 11:56:00,9.36
230,2738,39,71,2018-08-16 11:18:00,2018-08-16 11:53:00,16.67
231,1799,37,121,2018-08-16 11:37:00,2018-08-16 12:22:00,10.82
232,499,120,107,2018-08-16 11:22:00,2018-08-16 12:06:00,23.06
233,595,32,81,2018-08-16 11:40:00,2018-08-16 12:28:00,28.84
234,947,6,43,2018-08-16 11:07:00,2018-08-16 11:38:00,15.33
235,2199,26,81,2018-08-16 11:34:00,2018-08-16 12:15:00,25.37
236,1872,2,153,2018-08-16 11:01:00,2018-08-16 11:45:00,27.34
237,2680,135,119,2018-08-16 11:29:00,2018-08-16 11:43:00,7.68
238,1719,24,150,2018-08-16 11:22:00,2018-08-16 11:54:00,16.44
239,2104,55,57,2018-08-16 11:52:00,2018-08-16 12:35:00,21.42
240,2468,116,110,2018-08-16 11:46:00,2018-08-16 11:50:00,2.0
241,1620,105,48,2018-08-16 11:38:00,2018-08-16 12:17:00,16.37
242,450,59,167,2018-08-16 11:57:00,2018-08-16 12:36:00,16.83
243,601,107,77,2018-08-16 11:37:00,2018-08-16 12:23:00,10.59
244,808,5,51,2018-08-16 11:01:00,2018-08-16 11:15:00,5.09
245,252,15,162,2018-08-16 11:23:00,2018-08-16 12:02:00,16.28
246,1463,63,53,2018-08-16 11:22:00,2018-08-16 11:36:00,7.42
247,1722,18,88,2018-08-16 11:58:00,2018-08-16 12:35:00,7.32
248,1413,114,32,2018-08-16 11:26:00,2018-08-16 11:47:00,9.63
249,1605,140,142,2018-08-16 11:58:00,2018-08-16 12:51:00,22.96
250,2446,41,46,2018-08-16 11:32:00,2018-08-16 11:42:00,5.49
251,2216,10,28,2018-08-16 12:56:00,2018-08-16 13:26:00,11.63
252,2200,66,144,2018-08-16 12:13:00,2018-08-16 12:23:00,5.64
253,641,138,7,2018-08-16 12:31:00,2018-08-16 13:12:00,20.32
254,2713,45,66,2018-08-16 12:01:00,2018-08-16 12:22:00,3.12
255,1918,83,41,2018-08-16 12:35:00,2018-08-16 13:18:00,17.17
256,296,101,93,2018-08-16 12:23:00,2018-08-16 13:14:00,8.82
257,433,61,143,2018-08-16 12:50:00,2018-08-16 13:02:00,7.44
258,1540,116,16,2018-08-16 12:49:00,2018-08-16 13:40:00,26.17
259,2299,3,150,2018-08-16 12:38:00,2018-08-16 13:16:00,19.21
260,1326,101,77,2018-08-16 12:27:00,2018-08-16 12:59:00,5.58
261,2507,167,161,2018-08-16 12:00:00,2018-08-16 12:43:00,19.34
262,1047,12,94,2018-08-16 12:26:00,2018-08-16 12:58:00,10.56
263,2737,29,77,2018-08-16 12:00:00,2018-08-16 12:40:00,21.6
264,1416,20,32,2018-08-16 12:06:00,2018-08-16 12:19:00,6.41
265,815,87,114,2018-08-16 12:32:00,2018-08-16 12:48:00,7.01
266,2100,135,168,2018-08-16 12:16:00,2018-08-16 13:15:00,30.25
267,2522,11,100,2018-08-16 12:37:00,2018-08-16 12:55:00,2.86
268,1906,42,163,2018-08-16 12:16:00,2018-08-16 12:36:00,5.77
269,589,1,99,2018-08-16 12:29:00,2018-08-16 13:15:00,21.75
270,856,102,105,2018-08-16 12:56:00,2018-08-16 13:49:00,25.73
271,1247,151,154,2018-08-16 12:36:00,2018-08-16 13:24:00,29.57
272,2096,75,147,2018-08-16 12:22:00,2018-08-16 12:52:00,13.5
273,854,37,9,2018-08-16 12:08:00,2018-08-16 13:07:00,31.75
274,2272,64,79,2018-08-16 12:22:00,2018-08-16 13:01:00,9.82
275,115,60,90,2018-08-16 12:32:00,2018-08-16 13:00:00,13.04
276,766,25,84,2018-08-16 12:03:00,2018-08-16 12:36:00,8.35
277,1176,57,51,2018-08-16 12:01:00,2018-08-16 12:16:00,7.07
278,1401,149,73,2018-08-16 12:25:00,2018-08-16 12:33:00,3.9
279,1792,105,21,2018-08-16 12:29:00,2018-08-16 13:15:00,6.48
280,170,82,78,2018-08-16 12:23:00,2018-08-16 12:30:00,3.14
281,1124,75,92,2018-08-16 12:49:00,2018-08-16 13:48:00,34.39
282,2908,27,125,2018-08-16 12:30:00,2018-08-16 13:07:00,22.97
283,2902,34,66,2018-08-16 12:17:00,2018-08-16 13:04:00,7.05
284,666,150,29,2018-08-16 12:43:00,2018-08-16 13:23:00,20.22
285,1567,5,149,2018-08-16 12:41:00,2018-08-16 13:05:00,13.53
286,1521,132,21,2018-08-16 12:24:00,2018-08-16 12:31:00,2.0
287,2655,156,89,2018-08-16 12:39:00,2018-08-16 12:48:00,4.95
288,2841,91,16,2018-08-16 12:23:00,2018-08-16 13:12:00,20.74
289,1371,114,101,2018-08-16 12:05:00,2018-08-16 12:24:00,10.27
290,363,22,152,2018-08-16 12:01:00,2018-08-16 12:26:00,14.4
291,878,112,145,2018-08-16 12:50:00,2018-08-16 13:29:00,22.85
292,1648,26,117,2018-08-16 12:26:00,2018-08-16 13:19:00,20.58
293,1156,11,54,2018-08-16 12:18:00,2018-08-16 12:50:00,10.05
294,2193,106,165,2018-08-16 12:15:00,2018-08-16 12:24:00,2.02
295,307,43,54,2018-08-16 12:08:00,2018-08-16 12:39:00,15.82
296,1106,127,45,2018-08-16 12:03:00,2018-08-16 12:38:00,6.24
297,2393,79,25,2018-08-16 12:37:00,2018-08-16 12:46:00,4.84
298,1351,58,11,2018-08-16 12:00:00,2018-08-16 12:09:00,2.72
299,2625,124,93,2018-08-16 12:53:00,2018-08-16 13:44:00,13.65
300,378,24,17,2018-08-16 12:02:00,2018-08-16 12:54:00,25.47
301,826,94,44,2018-08-16 12:37:00,2018-08-16 12:38:00,2.0
302,299,28,127,2018-08-16 12:29:00,2018-08-16 13:20:00,29.34
303,1541,54,70,2018-08-16 12:23:00,2018-08-16 12:45:00,12.2
304,2147,116,152,2018-08-16 13:47:00,2018-08-16 13:59:00,7.27
305,2289,47,43,2018-08-16 13:39:00,2018-08-16 14:04:00,11.68
306,2567,60,84,2018-08-16 13:48:00,2018-08-16 14:29:00,15.63
307,1156,13,8,2018-08-16 13:42:00,2018-08-16 13:54:00,2.0
308,847,118,111,2018-08-16 13:22:00,2018-08-16 13:50:00,3.71
309,1954,167,120,2018-08-16 13:18:00,2018-08-16 13:23:00,3.05
310,2493,110,113,2018-08-16 13:58:00,2018-08-16 14:13:00,7.35
311,2336,123,65,2018-08-16 13:53:00,2018-08-16 14:33:00,17.67
312,445,117,114,2018-08-16 13:10:00,2018-08-16 13:41:00,17.96
313,2236,84,77,2018-08-16 13:54:00,2018-08-16 14:10:00,9.08
314,2655,79,51,2018-08-16 13:34:00,2018-08-16 14:24:00,27.02
315,1670,80,76,2018-08-16 13:03:00,2018-08-16 13:49:00,22.12
316,353,156,53,2018-08-16 13:59:00,2018-08-16 14:21:00,10.84
317,1172,94,50,2018-08-16 13:45:00,2018-08-16 14:16:00,8.54
318,1820,96,111,2018-08-16 13:38:00,2018-08-16 14:18:00,21.92
319,278,90,46,2018-08-16 13:12:00,2018-08-16 13:22:00,5.97
320,707,102,107,2018-08-16 13:04:00,2018-08-16 13:06:00,2.0
321,2365,82,132,2018-08-16 13:18:00,2018-08-16 13:48:00,14.97
322,660,162,108,2018-08-16 13:02:00,2018-08-16 14:02:00,8.0
323,2629,131,117,2018-08-16 13:38:00,2018-08-16 14:28:00,28.65
324,334,59,16,2018-08-16 13:37:00,2018-08-16 13:50:00,6.49
325,2205,119,59,2018-08-16 13:54:00,2018-08-16 14:32:00,17.66
326,2185,17,156,2018-08-16 13:03:00,2018-08-16 13:54:00,25.02
327,298,55,6,2018-08-16 13:40:00,2018-08-16 14:29:00,29.16
328,793,72,147,2018-08-16 13:43:00,2018-08-16 13:49:00,2.0
329,2967,56,41,2018-08-16 13:45:00,2018-08-16 13:58:00,3.78
330,1351,10,52,2018-08-16 13:52:00,2018-08-16 14:20:00,17.36
331,2544,8,138,2018-08-16 13:40:00,2018-08-16 14:01:00,8.47
332,1217,168,72,2018-08-16 13:56:00,2018-08-16 14:31:00,16.43
333,2040,1,23,2018-08-16 13:35:00,2018-08-16 13:40:00,2.0
334,639,161,135,2018-08-16 13:27:00,2018-08-16 13:52:00,13.4
335,1676,67,155,2018-08-16 13:34:00,2018-08-16 14:06:00,15.01
336,1032,41,93,2018-08-16 13:06:00,2018-08-16 14:06:00,33.88
337,2212,172,18,2018-08-16 13:52:00,2018-08-16 14:30:00,16.6
338,1568,13,3,2018-08-16 13:22:00,2018-08-16 13:31:00,4.67
339,2593,116,152,2018-08-16 13:49:00,2018-08-16 14:00:00,5.7
340,1577,170,157,2018-08-16 13:51:00,2018-08-16 14:17:00,12.66
341,1153,167,5,2018-08-16 13:21:00,2018-08-16 13:25:00,2.0
342,1634,90,122,2018-08-16 13:46:00,2018-08-16 14:01:00,2.82
343,582,79,91,2018-08-16 13:32:00,2018-08-16 13:53:00,11.16
344,465,24,78,2018-08-16 13:36:00,2018-08-16 13:43:00,2.15
345,1484,118,115,2018-08-16 13:49:00,2018-08-16 13:54:00,3.07
346,2169,42,17,2018-08-16 13:26:00,2018-08-16 14:03:00,12.51
347,2653,141,133,2018-08-16 13:19:00,2018-08-16 13:23:00,2.15
348,2143,119,163,2018-08-16 13:17:00,2018-08-16 13:35:00,3.17
349,1998,105,99,2018-08-16 13:18:00,2018-08-16 13:26:00,4.19
350,207,121,73,2018-08-16 13:31:00,2018-08-16 13:57:00,11.82
351,2824,8,163,2018-08-16 13:25:00,2018-08-16 13:45:00,9.58
352,2373,106,62,2018-08-16 13:55:00,2018-08-16 14:01:00,2.07
353,500,5,45,2018-08-16 13:01:00,2018-08-16 13:59:00,28.13
354,1508,58,129,2018-08-16 13:38:00,2018-08-16 13:57:00,9.48
355,227,29,10,2018-08-16 13:24:00,2018-08-16 13:42:00,4.54
356,2038,17,46,2018-08-16 13:52:00,2018-08-16 14:50:00,29.84
357,932,59,80,2018-08-16 13:25:00,2018-08-16 13:59:00,16.26
358,411,21,65,2018-08-16 13:51:00,2018-08-16 14:29:00,20.75
359,628,36,77,2018-08-16 13:24:00,2018-08-16 14:00:00,19.64
360,1989,128,14,2018-08-16 13:00:00,2018-08-16 13:04:00,2.0
